metric_id,store_id,year,month,total_sales,total_customers,avg_daily_sales,max_daily_sales,promo_days,promo_sales_lift,open_days
6405,269,2014,3,239067.00,32099,9194.88,16837.00,11,57.27,26
6406,911,2013,10,233620.00,22495,8985.38,13155.00,10,24.59,26
6407,1017,2015,2,162583.00,23685,6774.29,9630.00,10,36.86,24
6408,206,2014,12,238491.00,23328,9539.64,14569.00,10,53.30,25
6409,286,2014,10,118323.00,10630,4732.92,7748.00,12,82.90,25
6410,513,2013,11,483386.00,55653,18591.77,25441.00,10,17.57,26
6411,524,2013,7,233460.00,24508,7530.97,13465.00,13,71.20,31
6412,31,2015,7,158504.00,14970,5870.52,8054.00,13,30.40,27
6413,5,2013,12,147516.00,14923,6146.50,11692.00,10,87.02,24
6414,375,2013,4,209867.00,18447,8394.68,13447.00,12,80.02,25
6415,1058,2015,1,188738.00,17879,7259.15,11799.00,15,61.45,26
6416,327,2014,10,201206.00,24075,8048.24,11743.00,12,31.53,25
6417,494,2014,7,236351.00,34335,7624.23,10250.00,13,34.67,31
6418,483,2013,8,127914.00,17704,4737.56,7728.00,12,92.24,27
6419,72,2015,5,102381.00,10665,4451.35,7938.00,10,62.81,23
6420,550,2015,3,176334.00,14039,6782.08,9961.00,12,29.64,26
6421,764,2014,8,91097.00,10048,3503.73,5008.00,11,51.12,26
6422,812,2013,2,147360.00,18572,6140.00,10336.00,10,57.89,24
6423,459,2015,7,253422.00,29563,9386.00,14373.00,13,63.88,27
6424,444,2014,11,334113.00,37397,13921.38,19500.00,15,-17.46,24
6425,751,2013,10,112989.00,15430,4345.73,6453.00,10,22.94,26
6426,714,2014,11,126021.00,8896,5250.88,7144.00,15,19.37,24
6427,565,2014,8,162538.00,20205,6251.46,10392.00,11,54.83,26
6428,896,2015,5,164759.00,25636,7163.43,9314.00,10,5.63,23
6429,920,2013,6,131591.00,13870,5263.64,6798.00,10,23.93,25
6430,673,2014,12,241354.00,17938,9654.16,15466.00,10,39.64,25
6431,872,2014,12,241457.00,21854,9658.28,13944.00,10,46.05,25
6432,57,2014,9,221636.00,22349,8524.46,14506.00,12,64.94,26
6433,229,2014,4,214584.00,18204,8941.00,13490.00,11,49.98,24
6434,871,2013,10,154591.00,11880,5945.81,10253.00,10,36.15,26
6435,726,2013,5,264366.00,26925,11015.25,16967.00,12,61.63,24
6436,498,2013,3,175182.00,21734,7007.28,8741.00,14,4.32,25
6437,36,2015,5,229336.00,25253,9971.13,12302.00,10,0.90,23
6438,678,2014,11,190700.00,21203,7945.83,12198.00,15,42.18,24
6439,579,2014,2,194899.00,21540,8120.79,13796.00,10,38.56,24
6440,961,2013,4,150246.00,16680,6009.84,8900.00,12,24.07,25
6441,913,2014,11,234746.00,30294,9781.08,13583.00,15,36.66,24
6442,927,2014,7,168197.00,22055,6229.52,9791.00,13,58.81,27
6443,249,2013,9,117959.00,12898,4718.36,6184.00,10,30.51,25
6444,712,2013,9,147889.00,13843,5915.56,9484.00,10,41.87,25
6445,834,2013,7,156565.00,17031,5798.70,9725.00,13,67.87,27
6446,975,2013,1,194339.00,18864,7474.58,12058.00,10,42.50,26
6447,932,2015,6,195308.00,18393,7812.32,13182.00,11,63.57,25
6448,271,2015,5,180414.00,17656,7844.09,13494.00,10,87.21,23
6449,672,2015,1,207530.00,31310,7981.92,10424.00,15,13.56,26
6450,996,2014,7,162995.00,17408,6036.85,9717.00,13,59.60,27
6451,623,2014,1,117869.00,13610,7857.93,16425.00,6,-25.19,15
6452,136,2013,5,105419.00,8602,4583.43,6229.00,11,29.26,23
6453,1044,2013,1,157436.00,22728,6055.23,8847.00,10,41.01,26
6454,819,2015,3,154093.00,13429,5926.65,8307.00,12,37.46,26
6455,88,2014,11,160206.00,15485,6408.24,10568.00,15,103.17,25
6456,876,2014,11,247363.00,26048,9894.52,16068.00,15,109.84,25
6457,1017,2014,1,181646.00,26000,6986.38,10038.00,10,34.18,26
6458,286,2013,9,120042.00,10945,4801.68,9794.00,10,90.49,25
6459,763,2013,6,140729.00,14083,5629.16,7672.00,10,26.58,25
6460,715,2014,12,202187.00,18240,8087.48,14556.00,10,75.46,25
6461,70,2014,3,162484.00,17376,6249.38,10817.00,11,49.58,26
6462,514,2013,10,134551.00,14853,5175.04,8008.00,10,31.52,26
6463,1032,2013,6,200863.00,22457,8034.52,12225.00,10,28.36,25
6464,342,2015,6,293622.00,20996,11744.88,16845.00,11,38.28,25
6465,711,2015,1,187699.00,13118,7507.96,13120.00,14,54.39,25
6466,984,2014,12,197705.00,22814,7908.20,12356.00,10,44.91,25
6467,73,2015,6,122042.00,12535,4693.92,7343.00,12,60.95,26
6468,549,2014,1,113171.00,13468,4352.73,6146.00,10,30.28,26
6469,501,2015,7,133862.00,14525,4957.85,7703.00,13,59.02,27
6470,155,2014,1,165790.00,15898,6631.60,10770.00,9,42.53,25
6471,660,2014,1,111385.00,12241,4455.40,9290.00,9,88.17,25
6472,942,2013,12,178284.00,13498,7428.50,13202.00,10,34.75,24
6473,99,2013,4,107271.00,10462,4290.84,6019.00,12,33.25,25
6474,66,2015,6,159035.00,13082,6361.40,8526.00,11,34.44,25
6475,782,2015,3,151367.00,13541,5821.81,8783.00,12,33.45,26
6476,448,2014,9,214850.00,18919,8263.46,14453.00,12,52.94,26
6477,72,2014,4,112144.00,12216,4672.67,8326.00,11,97.31,24
6478,714,2013,10,100143.00,7738,3851.65,5001.00,10,22.58,26
6479,369,2013,5,175299.00,14509,7621.70,11476.00,11,17.03,23
6480,141,2013,4,133136.00,15231,5325.44,8023.00,12,50.52,25
6481,579,2013,1,198962.00,22003,7652.38,12974.00,10,43.57,26
6482,300,2014,5,185579.00,23230,7423.16,11676.00,11,17.88,25
6483,797,2013,7,103114.00,10406,3819.04,5209.00,13,29.68,27
6484,768,2014,5,328351.00,34487,13134.04,19378.00,11,34.71,25
6485,1088,2014,1,130573.00,12608,5022.04,8986.00,10,67.27,26
6486,608,2013,4,210930.00,22932,8437.20,14480.00,12,72.23,25
6487,234,2015,5,267867.00,24400,11646.39,18743.00,10,26.10,23
6488,354,2015,1,226874.00,18287,8725.92,12074.00,15,19.88,26
6489,298,2013,5,205540.00,17103,8936.52,12921.00,11,16.32,23
6490,926,2013,5,169889.00,12815,7386.48,12959.00,11,40.59,23
6491,537,2013,3,128304.00,14312,5132.16,7274.00,14,42.16,25
6492,1046,2013,1,192978.00,15931,7422.23,13850.00,10,71.24,26
6493,464,2015,6,261067.00,30903,10041.04,13057.00,12,17.63,26
6494,504,2015,6,176548.00,24387,6790.31,10646.00,12,34.82,26
6495,305,2015,5,154539.00,14219,6719.09,9578.00,10,13.60,23
6496,981,2015,2,162113.00,17190,6754.71,10910.00,10,37.43,24
6497,250,2014,11,242579.00,18184,9703.16,14297.00,15,32.59,25
6498,849,2014,3,202887.00,22538,7803.35,11706.00,11,28.05,26
6499,567,2013,5,124978.00,16526,5433.83,9513.00,11,57.45,23
6500,519,2014,11,142482.00,14251,5699.28,8825.00,15,24.64,25
6501,995,2013,5,214760.00,18757,8948.33,11444.00,12,24.62,24
6502,30,2013,4,150062.00,22457,6002.48,8961.00,12,29.50,25
6503,70,2013,2,152801.00,16335,6366.71,10675.00,10,53.80,24
6504,315,2015,2,93530.00,10036,3897.08,5683.00,10,31.56,24
6505,713,2015,1,231973.00,28557,8922.04,14086.00,15,25.64,26
6506,1106,2014,12,161138.00,16385,6445.52,9272.00,10,47.68,25
6507,947,2014,11,209848.00,28100,8743.67,12300.00,15,4.02,24
6508,962,2014,6,160976.00,21778,6998.96,12566.00,10,86.57,23
6509,21,2014,9,140565.00,13138,5406.35,9813.00,12,65.87,26
6510,568,2014,6,120432.00,10154,5236.17,7900.00,10,28.28,23
6511,35,2014,3,241247.00,18764,9278.73,20004.00,11,65.64,26
6512,620,2014,2,177033.00,16589,7376.38,10137.00,10,9.47,24
6513,564,2013,6,127064.00,11216,5082.56,7159.00,10,11.39,25
6514,516,2014,12,191488.00,23021,7659.52,13292.00,10,64.34,25
6515,408,2014,11,114946.00,11137,4789.42,6679.00,15,20.54,24
6516,582,2014,1,171469.00,21401,6594.96,11800.00,10,50.89,26
6517,335,2013,5,380147.00,74662,12262.81,19380.00,13,71.17,31
6518,1018,2015,3,294557.00,33236,11782.28,19240.00,12,30.69,25
6519,499,2014,5,129669.00,18959,5186.76,7496.00,11,12.02,25
6520,443,2013,9,119038.00,11680,4761.52,8644.00,10,60.46,25
6521,837,2013,5,57756.00,8734,2511.13,3703.00,11,13.28,23
6522,32,2015,5,94854.00,10967,4124.09,6108.00,10,45.15,23
6523,151,2014,1,161126.00,15767,6445.04,13177.00,9,52.08,25
6524,981,2013,11,195629.00,19323,7524.19,11632.00,10,26.78,26
6525,103,2015,7,128908.00,11400,4774.37,6530.00,13,16.82,27
6526,925,2014,7,169941.00,30943,6797.64,11799.00,11,7.37,25
6527,778,2014,2,137835.00,19074,5743.13,8431.00,10,47.82,24
6528,977,2014,1,111076.00,12128,4443.04,9546.00,9,100.77,25
6529,246,2013,10,170304.00,23612,6550.15,9322.00,10,23.93,26
6530,406,2013,6,117982.00,9671,4719.28,6331.00,10,19.05,25
6531,30,2014,5,123461.00,18200,4938.44,7409.00,11,38.96,25
6532,748,2013,11,137436.00,11838,5497.44,8289.00,10,34.23,25
6533,657,2014,5,157773.00,19589,6310.92,11629.00,11,47.90,25
6534,1051,2014,2,171999.00,24209,7166.63,10790.00,10,49.36,24
6535,817,2014,1,523004.00,74870,20115.54,26911.00,10,27.33,26
6536,86,2013,9,113366.00,15092,4534.64,7271.00,10,57.24,25
6537,285,2013,9,110134.00,10649,4405.36,6231.00,10,23.57,25
6538,320,2013,9,343497.00,49938,13739.88,17758.00,10,25.70,25
6539,769,2015,7,375470.00,104212,12111.94,16458.00,13,16.96,31
6540,283,2015,1,180044.00,17314,7201.76,10753.00,14,17.37,25
6541,534,2013,5,173658.00,13627,7550.35,10778.00,11,35.77,23
6542,1033,2014,8,326231.00,31645,12547.35,18684.00,11,35.77,26
6543,1018,2013,12,399408.00,42387,16642.00,26901.00,10,42.17,24
6544,365,2013,6,124149.00,13813,4965.96,7598.00,10,19.90,25
6545,1048,2015,4,185515.00,13918,8065.87,11722.00,11,48.00,23
6546,873,2014,12,126291.00,13767,5051.64,7680.00,10,32.87,25
6547,106,2014,5,210247.00,20224,8409.88,12176.00,11,33.21,25
6548,672,2013,10,213321.00,35879,8532.84,10963.00,10,11.00,25
6549,15,2013,9,153994.00,16094,6159.76,9766.00,10,39.82,25
6550,460,2015,7,107443.00,10566,3979.37,7199.00,13,67.28,27
6551,698,2015,6,440964.00,52669,16960.15,23390.00,12,31.17,26
6552,231,2015,6,128132.00,10087,5125.28,7686.00,11,49.03,25
6553,391,2015,2,126790.00,15482,5282.92,8474.00,10,54.67,24
6554,804,2014,6,112601.00,10045,4895.70,7212.00,10,25.53,23
6555,499,2015,6,148921.00,19621,5956.84,9999.00,11,47.16,25
6556,910,2013,11,144447.00,14934,5555.65,8954.00,10,35.64,26
6557,605,2014,7,192486.00,14002,7129.11,9790.00,13,39.06,27
6558,653,2013,1,138344.00,12018,5320.92,8736.00,10,40.54,26
6559,445,2014,11,230781.00,33329,9615.88,15276.00,15,-0.83,24
6560,285,2014,10,137989.00,12686,5307.27,8147.00,12,12.51,26
6561,960,2013,5,156896.00,13074,6821.57,9685.00,11,29.41,23
6562,748,2015,2,129277.00,11006,5386.54,7387.00,10,32.20,24
6563,713,2014,11,269941.00,32616,11247.54,17479.00,15,30.25,24
6564,912,2014,11,162971.00,20464,6518.84,10167.00,15,3.03,25
6565,17,2014,9,160799.00,20161,6184.58,11566.00,12,91.06,26
6566,838,2014,7,210357.00,21139,7791.00,10793.00,13,40.76,27
6567,509,2014,2,139075.00,12189,5794.79,11020.00,10,62.29,24
6568,1031,2013,6,115394.00,10136,4615.76,7590.00,10,45.03,25
6569,778,2013,1,146817.00,20329,5646.81,8764.00,10,49.41,26
6570,164,2015,2,148186.00,15042,6174.42,10079.00,10,48.95,24
6571,240,2015,2,117323.00,11157,4888.46,6662.00,10,18.71,24
6572,274,2014,2,106734.00,26723,3811.93,6591.00,10,-8.57,28
6573,20,2013,7,207978.00,23743,7702.89,10386.00,13,37.88,27
6574,695,2013,3,144912.00,14090,5796.48,9864.00,14,101.73,25
6575,596,2014,10,121391.00,19221,4668.88,6397.00,12,14.22,26
6576,584,2013,12,142229.00,12695,5926.21,9519.00,10,43.69,24
6577,255,2013,7,169977.00,17058,6295.44,10005.00,13,52.02,27
6578,938,2015,5,224477.00,22887,9759.87,13498.00,10,19.47,23
6579,363,2013,11,171861.00,22956,6610.04,8903.00,10,20.69,26
6580,467,2013,1,314027.00,39019,12077.96,17383.00,10,17.07,26
6581,728,2015,7,149783.00,12430,5547.52,6996.00,13,19.22,27
6582,5,2015,3,121681.00,13824,4680.04,8847.00,12,80.45,26
6583,18,2014,10,167283.00,17811,6691.32,9738.00,12,26.89,25
6584,1036,2014,7,128352.00,11987,4753.78,5964.00,13,19.69,27
6585,833,2013,6,123238.00,11911,4929.52,7406.00,10,33.71,25
6586,659,2015,7,146412.00,17676,5422.67,8151.00,13,46.67,27
6587,143,2015,6,163781.00,14543,6551.24,10782.00,11,75.19,25
6588,167,2013,7,249427.00,28616,9238.04,14740.00,13,82.66,27
6589,446,2013,5,116732.00,16223,5075.30,7992.00,11,54.86,23
6590,962,2013,5,156300.00,22129,6795.65,10213.00,11,57.62,23
6591,923,2013,2,124401.00,14551,5183.38,6991.00,10,20.53,24
6592,850,2015,5,153381.00,14996,6668.74,10038.00,10,26.06,23
6593,845,2014,9,123512.00,9228,4750.46,6848.00,12,33.20,26
6594,1085,2014,7,203044.00,20060,7520.15,10581.00,13,43.26,27
6595,140,2014,6,173682.00,21818,7551.39,12417.00,10,46.60,23
6596,110,2014,3,101987.00,13772,3922.58,6303.00,11,36.91,26
6597,554,2013,9,94724.00,12106,3788.96,4827.00,10,16.09,25
6598,617,2014,6,157777.00,14212,6574.04,12899.00,11,67.09,24
6599,896,2014,4,171256.00,26138,7135.67,10025.00,11,27.96,24
6600,578,2014,2,181574.00,16848,7262.96,11550.00,10,28.53,25
6601,852,2014,1,114074.00,14616,4387.46,7807.00,10,50.20,26
6602,444,2013,10,291683.00,35614,11667.32,17643.00,10,1.10,25
6603,44,2014,1,135957.00,16244,5229.12,8828.00,10,50.79,26
6604,635,2013,7,164884.00,16728,6106.81,10347.00,13,95.76,27
6605,82,2014,12,282998.00,24895,11319.92,19805.00,10,53.11,25
6606,131,2014,8,112135.00,12473,4312.88,5902.00,11,22.32,26
6607,500,2014,5,141460.00,10483,5658.40,7713.00,11,-1.74,25
6608,619,2014,1,109891.00,10989,4395.64,7753.00,9,84.00,25
6609,116,2013,12,195863.00,19523,8160.96,12473.00,10,41.85,24
6610,1022,2013,10,174091.00,20696,6695.81,11978.00,10,32.18,26
6611,485,2013,9,110636.00,10097,4425.44,6049.00,10,23.65,25
6612,71,2013,2,202248.00,16992,8427.00,13423.00,10,42.15,24
6613,1099,2015,4,212415.00,26611,7324.66,12756.00,11,41.53,29
6614,757,2014,8,146141.00,12620,5620.81,9534.00,11,45.19,26
6615,209,2013,9,145071.00,16426,4835.70,7548.00,10,52.82,30
6616,935,2013,1,126716.00,14415,4873.69,7892.00,10,41.69,26
6617,473,2015,3,93111.00,12744,3581.19,5977.00,12,60.87,26
6618,188,2013,4,114428.00,10392,4577.12,8002.00,12,51.79,25
6619,157,2015,2,227097.00,23160,9462.38,14577.00,10,31.73,24
6620,871,2015,1,172731.00,12978,6643.50,9537.00,15,0.02,26
6621,808,2014,4,181764.00,15044,7573.50,11811.00,11,66.56,24
6622,488,2013,8,108246.00,11570,4009.11,6023.00,12,17.91,27
6623,194,2015,5,118748.00,9997,5162.96,6624.00,10,8.74,23
6624,1011,2015,3,180299.00,21598,6934.58,10283.00,12,38.17,26
6625,1051,2015,3,215837.00,27606,8301.42,14311.00,12,59.98,26
6626,370,2014,7,199088.00,16500,7373.63,9917.00,13,28.10,27
6627,193,2014,3,130231.00,19811,5008.88,9220.00,11,64.46,26
6628,421,2014,2,201531.00,22012,8397.13,14315.00,10,1.87,24
6629,497,2013,4,217499.00,27788,8699.96,11495.00,12,25.63,25
6630,847,2013,2,159568.00,23776,6937.74,9788.00,10,16.82,23
6631,310,2013,1,214735.00,19483,7157.83,13400.00,10,64.93,30
6632,385,2015,3,193925.00,16501,7458.65,14017.00,12,48.26,26
6633,624,2015,2,161812.00,15852,6742.17,10737.00,10,33.95,24
6634,607,2013,4,96160.00,10151,3846.40,6529.00,12,105.07,25
6635,697,2013,3,275424.00,26122,11016.96,16724.00,14,39.09,25
6636,379,2013,1,89019.00,11158,3423.81,5840.00,10,40.71,26
6637,1090,2015,6,177501.00,20751,6826.96,11985.00,12,85.39,26
6638,245,2015,1,220076.00,25844,8464.46,11550.00,15,20.57,26
6639,1114,2013,8,559259.00,93979,20713.30,26101.00,12,16.35,27
6640,1075,2013,3,304055.00,28495,12162.20,15222.00,14,2.48,25
6641,494,2013,6,226978.00,32605,7565.93,9975.00,10,23.91,30
6642,170,2013,6,129119.00,14066,5164.76,7845.00,10,35.05,25
6643,222,2013,1,129834.00,14720,4993.62,9212.00,10,50.99,26
6644,853,2015,3,247462.00,27138,9517.77,14442.00,12,42.17,26
6645,139,2013,4,155442.00,12783,6217.68,8774.00,12,50.44,25
6646,822,2015,1,192606.00,15454,7407.92,11371.00,15,31.70,26
6647,357,2014,11,202039.00,25843,8418.29,11630.00,15,26.49,24
6648,569,2014,5,115423.00,16080,4616.92,7031.00,11,28.54,25
6649,1110,2013,9,95719.00,11872,3828.76,6075.00,10,58.23,25
6650,792,2013,7,215762.00,19944,7991.19,12997.00,13,82.53,27
6651,403,2015,1,191310.00,18460,7358.08,10764.00,15,36.91,26
6652,1075,2014,10,290544.00,28238,11174.77,14128.00,12,-0.20,26
6653,340,2014,4,156489.00,17207,6520.38,9767.00,11,49.99,24
6654,228,2013,2,166166.00,13199,6923.58,8794.00,10,25.17,24
6655,191,2015,7,185959.00,19077,6887.37,9233.00,13,23.57,27
6656,911,2015,1,249826.00,22138,9608.69,13859.00,15,31.32,26
6657,1021,2013,11,217015.00,26085,8346.73,10964.00,10,3.99,26
6658,16,2013,7,208593.00,23323,7725.67,11326.00,13,47.01,27
6659,699,2015,6,196805.00,22133,7872.20,12745.00,11,58.36,25
6660,128,2014,9,201393.00,16462,7745.88,12377.00,12,40.63,26
6661,219,2014,9,82359.00,10814,3167.65,4537.00,12,39.86,26
6662,835,2014,8,134168.00,14537,5590.33,16123.00,11,122.52,24
6663,1045,2014,3,176168.00,22158,6291.71,10012.00,11,37.85,28
6664,206,2013,11,169186.00,19272,6767.44,9295.00,10,28.10,25
6665,723,2013,7,174056.00,14183,6446.52,9472.00,13,39.64,27
6666,1002,2013,5,142158.00,16823,5923.25,8854.00,12,32.16,24
6667,102,2015,7,185997.00,25384,6888.78,12602.00,13,58.04,27
6668,336,2015,7,370573.00,50800,13724.93,18445.00,13,43.68,27
6669,1064,2014,10,240443.00,27303,9247.81,12467.00,12,24.84,26
6670,33,2015,6,219796.00,20651,8791.84,12232.00,11,35.75,25
6671,922,2014,8,182290.00,17713,7011.15,9898.00,11,18.02,26
6672,366,2014,8,149356.00,14911,5744.46,9256.00,11,59.45,26
6673,351,2013,12,174158.00,14627,7256.58,13078.00,10,53.54,24
6674,831,2013,12,357806.00,42470,14908.58,25677.00,10,68.80,24
6675,907,2013,12,190367.00,24169,7931.96,12051.00,10,22.41,24
6676,1071,2013,6,143542.00,17800,5741.68,8098.00,10,34.64,25
6677,381,2015,4,232927.00,24312,9705.29,14423.00,11,57.52,24
6678,1084,2014,8,150028.00,18956,5770.31,8423.00,11,29.34,26
6679,604,2013,5,200673.00,14717,8724.91,12176.00,11,22.22,23
6680,684,2013,3,181480.00,14767,7259.20,11309.00,14,15.12,25
6681,260,2015,7,170608.00,23794,6318.81,7327.00,13,10.67,27
6682,247,2014,12,286068.00,20619,11442.72,19166.00,10,52.25,25
6683,801,2014,11,127871.00,11956,5114.84,8657.00,15,50.28,25
6684,1054,2014,5,146296.00,15056,5851.84,9340.00,11,50.77,25
6685,602,2013,10,147566.00,15094,5675.62,9037.00,10,41.86,26
6686,563,2013,6,134117.00,17626,5364.68,8032.00,10,15.87,25
6687,768,2015,6,348428.00,34873,13401.08,21428.00,12,57.94,26
6688,470,2015,5,293287.00,39039,12751.61,16717.00,10,15.68,23
6689,152,2015,3,150355.00,16305,5782.88,9266.00,12,76.69,26
6690,539,2015,5,266997.00,26001,11608.57,15131.00,10,-0.32,23
6691,859,2013,11,182683.00,17667,7307.32,10354.00,10,4.75,25
6692,645,2014,6,242905.00,30096,10561.09,16284.00,10,59.76,23
6693,405,2014,12,129977.00,13355,5199.08,11018.00,10,63.74,25
6694,245,2014,11,230683.00,26609,9227.32,10938.00,15,20.09,25
6695,708,2015,3,149641.00,14145,5755.42,9960.00,12,43.38,26
6696,176,2014,10,130661.00,16083,5025.42,7966.00,12,47.35,26
6697,753,2014,10,206746.00,18976,7951.77,12461.00,12,41.07,26
6698,966,2014,4,122411.00,15406,5100.46,7602.00,11,44.10,24
6699,1042,2014,4,108643.00,14206,4526.79,8219.00,11,72.31,24
6700,134,2013,10,120576.00,12769,4637.54,6687.00,10,30.98,26
6701,90,2013,8,208037.00,27288,7705.07,11477.00,12,36.43,27
6702,773,2015,5,125441.00,17446,5453.96,6671.00,10,22.47,23
6703,648,2014,4,168387.00,16006,7016.13,9635.00,11,46.44,24
6704,484,2013,8,218875.00,21438,8106.48,11115.00,12,4.39,27
6705,219,2013,2,74546.00,9716,3106.08,4863.00,10,53.96,24
6706,1008,2015,5,136669.00,17342,5942.13,9634.00,10,39.47,23
6707,616,2014,7,219338.00,20863,8123.63,11638.00,13,44.29,27
6708,658,2015,7,155959.00,14869,5776.26,9548.00,13,49.82,27
6709,614,2015,5,159643.00,22498,6941.00,8888.00,10,16.08,23
6710,75,2015,4,154077.00,16056,6419.88,10626.00,11,26.15,24
6711,367,2014,9,134121.00,14261,5158.50,8896.00,12,65.65,26
6712,420,2014,2,98878.00,9061,4119.92,5595.00,10,19.17,24
6713,204,2014,1,131497.00,12823,5259.88,8887.00,9,35.68,25
6714,917,2013,3,177681.00,19568,7107.24,11143.00,14,56.05,25
6715,701,2013,2,130173.00,14927,5423.88,8435.00,10,52.01,24
6716,316,2014,12,289134.00,25373,11565.36,17385.00,10,42.49,25
6717,208,2014,7,76843.00,10600,2846.04,4052.00,13,27.73,27
6718,503,2014,4,171754.00,12029,7156.42,11923.00,11,63.32,24
6719,673,2013,11,173673.00,13979,6946.92,9762.00,10,22.62,25
6720,870,2015,2,158583.00,19921,6607.63,9125.00,10,22.72,24
6721,897,2014,4,77431.00,8444,3226.29,5160.00,11,40.96,24
6722,738,2014,3,210785.00,17831,8107.12,11622.00,11,27.61,26
6723,274,2013,12,133743.00,30395,4314.29,6623.00,10,-7.43,31
6724,115,2013,11,186071.00,14185,7442.84,11268.00,10,1.47,25
6725,388,2014,5,256009.00,27361,10240.36,15038.00,11,37.63,25
6726,344,2014,3,210285.00,29033,8087.88,17434.00,11,70.21,26
6727,807,2014,3,252444.00,25751,9709.38,14075.00,11,24.56,26
6728,742,2013,12,228600.00,23942,9525.00,16068.00,10,41.85,24
6729,832,2013,12,193224.00,15916,8051.00,12579.00,10,37.85,24
6730,788,2013,9,416964.00,41562,16678.56,21719.00,10,26.11,25
6731,97,2013,6,147774.00,15975,5910.96,10300.00,10,49.09,25
6732,971,2014,4,198562.00,23909,8273.42,13830.00,11,58.40,24
6733,280,2014,1,145708.00,12721,5828.32,9265.00,9,35.88,25
6734,46,2013,11,131770.00,16759,5270.80,9002.00,10,45.01,25
6735,205,2013,11,153469.00,21403,5902.65,9057.00,10,42.27,26
6736,166,2013,7,161119.00,22421,5967.37,9759.00,13,55.65,27
6737,846,2013,3,238252.00,22550,9530.08,14098.00,14,67.84,25
6738,156,2015,3,179070.00,17726,6887.31,13678.00,12,106.31,26
6739,528,2014,7,280888.00,24669,10403.26,14506.00,13,48.01,27
6740,24,2014,3,229483.00,20647,8826.27,18155.00,11,54.82,26
6741,565,2013,7,177213.00,21388,6563.44,10743.00,13,65.51,27
6742,19,2013,6,145141.00,14508,5805.64,9740.00,10,41.40,25
6743,468,2013,1,170306.00,20419,6550.23,9606.00,10,3.55,26
6744,702,2015,5,102686.00,8116,4464.61,5892.00,10,20.06,23
6745,146,2015,4,208884.00,18247,8703.50,13217.00,11,50.84,24
6746,543,2015,4,67040.00,5743,2793.33,4645.00,11,126.89,24
6747,687,2014,9,214936.00,19238,8266.77,13278.00,12,37.21,26
6748,449,2013,3,325063.00,41773,13002.52,17852.00,14,43.99,25
6749,1058,2014,11,197380.00,18184,8224.17,12017.00,15,50.59,24
6750,220,2014,8,115543.00,15373,4443.96,6531.00,11,41.80,26
6751,61,2014,7,129965.00,15940,4813.52,6420.00,13,32.65,27
6752,459,2014,6,220694.00,27300,9195.58,15914.00,11,70.07,24
6753,717,2013,9,123876.00,13548,4955.04,9003.00,10,58.99,25
6754,956,2013,8,130301.00,13040,4825.96,14173.00,12,87.29,27
6755,77,2015,4,201895.00,16265,8412.29,11598.00,11,51.24,24
6756,968,2014,5,180255.00,21885,7210.20,11145.00,11,32.74,25
6757,351,2014,2,139625.00,12227,5817.71,9757.00,10,40.18,24
6758,117,2013,11,93972.00,12193,3758.88,5812.00,10,39.80,25
6759,696,2013,2,163509.00,22212,6812.88,9259.00,10,31.10,24
6760,114,2015,7,142621.00,15175,5282.26,7672.00,13,33.83,27
6761,6,2015,2,108714.00,12667,4529.75,7413.00,10,48.56,24
6762,360,2014,10,178279.00,19962,6856.88,10459.00,12,35.60,26
6763,432,2014,2,246433.00,35509,10268.04,14269.00,10,36.33,24
6764,273,2014,1,171328.00,17086,6589.54,11921.00,10,54.31,26
6765,417,2013,6,189905.00,20675,7596.20,11215.00,10,35.52,25
6766,258,2013,5,132134.00,11630,5744.96,7828.00,11,20.39,23
6767,378,2013,3,128965.00,19892,5158.60,7211.00,14,18.73,25
6768,1100,2015,5,114996.00,14273,4999.83,7742.00,10,63.51,23
6769,941,2015,4,132261.00,13712,5510.88,7889.00,11,35.76,24
6770,409,2014,12,154708.00,14514,6188.32,8771.00,10,34.14,25
6771,291,2014,8,197815.00,20834,7608.27,12815.00,11,55.76,26
6772,599,2014,8,254726.00,22955,9797.15,13689.00,11,14.68,26
6773,929,2014,1,139366.00,17241,5360.23,7984.00,10,34.37,26
6774,885,2013,6,107059.00,15254,4282.36,5951.00,10,28.59,25
6775,1005,2013,4,155884.00,23914,6235.36,9164.00,12,27.61,25
6776,195,2015,6,289949.00,32615,11597.96,16636.00,11,46.17,25
6777,189,2013,5,219337.00,20646,9536.39,14493.00,11,32.17,23
6778,836,2013,4,142608.00,18124,5704.32,9920.00,12,70.05,25
6779,309,2013,1,171560.00,14766,6598.46,11563.00,10,66.60,26
6780,633,2015,3,186560.00,13816,7175.38,10083.00,12,6.68,26
6781,474,2015,2,177920.00,17223,7413.33,11851.00,10,42.62,24
6782,987,2014,11,176271.00,21835,7050.84,11165.00,15,61.89,25
6783,828,2014,10,128546.00,14729,5141.84,7690.00,12,50.19,25
6784,149,2014,6,140636.00,11974,6114.61,11157.00,10,62.28,23
6785,951,2013,8,180829.00,16906,6697.37,10438.00,12,42.96,27
6786,646,2013,7,138698.00,19542,5136.96,6967.00,13,39.19,27
6787,418,2013,5,119970.00,12899,5216.09,9409.00,11,60.39,23
6788,1101,2015,4,257937.00,24641,10747.38,15848.00,11,53.97,24
6789,1063,2014,10,107850.00,13576,4148.08,6599.00,12,35.64,26
